responseId,startTime,endTime,testType,activityPoints,dfs01,dfs02,dfs03,dfs04,dfs05,dfs06,dfs07,dfs08,dfs09,dfsPreMean,motivationPos01,motivationPos02,motivationPos03*,motivationPos04,motivationPos05,motivationPos06,motivationPos07*,motivationPos08,motivationPos09,motivationPos10,motivationPos11,motivationPos12*,motivationPos13,motivationPos14,motivationPos15*,motivationPos16,motivationPos17,motivationPos18,motivationPos19*,motivationPos20,motivationPos21,motivationPos22*,motivationPos23,motivationPos24,motivationPos25,motivationPos26*,motivationPos27,motivationPos28,motivationPos29*,motivationPos30,motivationPos31*,motivationPos32,motivationPos33,motivationPos34*,motivationPos35,motivationPos36,attention,relevance,confidence,satisfaction,motivationPostSum,fss01,fss02,fss03,fss04,fss05,fss06,fss07,fss08,fss09,flowPosMean,gender,condition,age,ethnicity,city,civilState,universityEducation,institucion,educationLevel,conclusion
a40fe2d0-adc1-11eb-b922-53ca83b8bd36,1620232657120,1620232728642,stFemale,3,1,1,1,1,1,1,1,1,1,1,1,2,5,2,2,2,4,2,2,2,2,3,2,3,4,3,2,3,4,,1,3,4,4,4,1,2,3,1,3,2,2,3,3,3,3,46,23,28,13,92,2,1,2,3,2,3,2,3,3,"2,333333333",Mulher,inBoost,26,Pardo,Maceió,Divorciado(a),Sim,UFAL,Mestrado,2021
745e59d0-ae71-11eb-b922-53ca83b8bd36,1620307925436,1620308687746,stMale,17,4,4,4,4,4,4,3,4,5,4,5,3,4,3,4,3,4,5,3,4,4,5,3,3,3,3,4,2,4,4,3,2,3,3,3,4,4,3,3,3,4,4,3,4,3,3,73,28,33,21,125,5,3,4,3,4,4,4,4,3,"3,777777778",Homem,inBoost,34,Pardo,Maceió,Casado(a),Não,,Mestrado,
a9579de0-ae8f-11eb-b922-53ca83b8bd36,1620319728199,1620321662994,default,16,4,3,4,2,4,4,3,4,3,"3,444444444",2,4,3,2,4,2,5,5,1,4,3,3,2,3,5,4,2,1,5,5,4,4,4,1,2,5,4,4,4,1,5,4,2,2,2,4,67,24,25,23,117,4,5,2,4,2,4,4,4,5,"3,777777778",Mulher,control,20,Branco,Limeira-SP,Solteiro(a),Sim,UNICAMP,Graduação,2022
c1019100-b036-11eb-b922-53ca83b8bd36,1620501723413,1620503184448,stMale,15,3,3,4,3,4,3,4,2,4,"3,333333333",3,4,3,2,3,3,4,4,3,3,3,4,3,2,5,2,3,3,4,3,3,3,3,3,4,4,3,4,5,1,5,5,5,4,3,5,74,27,30,21,124,5,5,5,5,2,3,3,5,5,"4,222222222",Mulher,inThreat,49,Branco,Maceió,Divorciado(a),Sim,UFAL,Graduação,2022
57067190-b7f6-11eb-844d-a70439218f9b,1621354448223,1621355293503,stMale,18,2,3,4,2,4,3,5,5,4,"3,555555556",4,3,5,3,4,2,4,3,1,3,3,4,2,3,3,5,3,1,4,3,3,4,3,1,4,1,4,2,5,1,5,5,3,5,3,3,59,20,34,22,115,5,1,4,3,5,5,5,4,5,"4,111111111",Homem,inBoost,27,Branco,São Paulo,Solteiro(a),Sim,USP,Graduação,2023
ce1f66c0-b7ff-11eb-844d-a70439218f9b,1621358877191,1621359369529,default,14,4,3,4,4,5,3,5,4,4,4,5,3,3,3,4,4,2,5,5,4,4,5,5,4,4,3,4,4,4,4,4,4,4,4,3,4,2,3,5,3,5,4,3,5,4,4,84,34,34,22,140,4,5,4,4,4,4,4,5,5,"4,333333333",Homem,control,39,Branco,Belém,Solteiro(a),Não,UNIVERSIDADE FEDERAL DO PARÁ,Outros,0
ff6fd360-b8a7-11eb-844d-a70439218f9b,1621431041238,1621431626377,default,17,2,2,2,1,2,1,4,3,3,"2,222222222",3,4,5,1,5,3,5,4,1,4,1,4,4,4,4,3,4,1,5,5,4,5,4,4,2,5,5,2,4,3,2,5,3,5,4,4,67,27,34,27,131,5,5,5,5,5,5,4,5,5,"4,888888889",Mulher,control,26,Pardo,São Paulo,União estável,Sim,PUCSP,Mestrado,2020
28f643d0-be49-11eb-844d-a70439218f9b,1622049129542,1622050476425,default,11,4,4,4,3,4,3,5,5,5,"4,111111111",5,5,4,4,4,5,3,5,2,4,1,4,4,5,5,5,5,3,4,5,5,3,4,3,5,5,3,5,3,1,5,3,4,4,3,4,85,33,36,24,142,4,3,4,5,5,5,3,3,2,"3,777777778",Mulher,control,19,Pardo,Arapiraca,Solteiro(a),Sim,UFAL,Graduação,2022
a7ab97b0-be4a-11eb-844d-a70439218f9b,1622050094448,1622050858732,stFemale,18,3,2,3,3,3,3,3,3,3,"2,888888889",3,2,3,3,4,3,4,3,2,4,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,4,1,2,3,2,3,4,3,3,3,3,66,25,28,18,103,3,4,3,2,3,3,3,2,3,"2,888888889",Mulher,inBoost,20,Pardo,Arapiraca,Casado(a),Sim,UFAL-Campus Arapiraca,Graduação,2024
813f9880-be4d-11eb-844d-a70439218f9b,1622050998635,1622051988998,stMale,7,4,2,4,3,4,4,5,4,4,"3,777777778",4,4,4,5,4,4,1,5,4,4,4,2,5,5,4,5,4,4,3,5,5,3,4,4,3,5,5,4,3,4,5,4,5,5,4,4,76,39,34,27,147,5,4,3,3,3,3,4,4,4,"3,666666667",Homem,inBoost,19,Pardo,Feira Grande,Solteiro(a),Sim,UFAL,Graduação,2024
cd3af3b0-be61-11eb-844d-a70439218f9b,1622057965841,1622061186824,default,16,3,2,4,4,3,4,3,4,4,"3,444444444",5,4,2,5,4,4,3,3,4,5,4,4,4,4,4,2,3,2,2,4,3,4,3,4,4,3,4,3,3,1,4,5,2,4,2,2,73,26,31,22,123,4,5,3,2,2,4,3,2,4,"3,222222222",Homem,control,37,Negro,Penedo,Casado(a),Sim,UFAL,Mestrado,2021
2ad69c00-9bac-11eb-9a80-1bce8d1325ce,1618243985412,1618244794277,stFemale,16,4,3,4,4,4,4,4,3,4,"3,777777778",5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,4,4,5,5,5,5,2,4,4,4,4,5,4,5,5,5,5,5,5,75,41,43,28,167,3,2,5,4,5,5,5,5,5,"4,333333333",Mulher,inBoost,22,Pardo,Rio Largo,Solteiro(a),Sim,UFAL,Graduação,2022
5cd4f190-9bb4-11eb-9a80-1bce8d1325ce,1618247299283,1618248168683,stFemale,18,3,4,4,2,3,2,2,4,3,3,3,5,4,3,5,3,4,5,5,5,4,4,4,5,4,5,5,3,4,5,5,4,5,5,4,4,5,5,4,4,4,4,3,4,5,5,83,37,35,29,155,5,4,4,5,5,5,4,5,5,"4,666666667",Mulher,inBoost,19,Negro,Paripueira,Solteiro(a),Sim,UFAL,Graduação,2026
f2aa3510-9bbc-11eb-9a80-1bce8d1325ce,1618249515131,1618251622315,stFemale,16,3,3,4,2,3,2,2,5,5,"3,222222222",5,4,4,4,5,5,3,5,3,5,5,2,4,3,4,4,4,3,2,,5,2,5,3,5,4,4,4,4,2,5,5,3,4,4,4,57,34,35,26,137,4,3,5,5,1,4,4,5,4,"3,888888889",Mulher,inBoost,21,Prefiro não Responder,Maceió,Solteiro(a),Sim,UFAL,Graduação,2022
336c6a80-9bd3-11eb-9a80-1bce8d1325ce,1618260669525,1618261272266,stFemale,19,4,3,4,3,5,5,3,4,4,"3,888888889",5,4,2,4,5,4,4,4,3,4,4,5,4,3,4,4,5,3,5,4,4,5,5,2,4,4,4,3,4,3,5,4,3,4,4,5,71,33,36,25,143,4,5,4,4,3,4,5,4,5,"4,222222222",Homem,inThreat,20,Pardo,Maceió,Solteiro(a),Sim,UFAL,Graduação,2022
15a0d080-9ba2-11eb-9e02-0176ef389fa9,1618239551935,1618240286298,stFemale,17,4,3,4,4,4,4,5,4,4,4,4,2,2,2,5,3,5,3,1,5,2,4,4,3,4,4,3,1,5,5,3,2,2,3,4,4,5,2,2,1,5,5,4,4,3,4,62,25,33,25,120,5,4,5,1,4,4,4,5,4,4,Mulher,inBoost,23,Pardo,Maceió,Solteiro(a),Sim,UFAL,Graduação,2022
dda41800-9ba5-11eb-b23f-830f6ae9351b,1618239278216,1618242019982,stFemale,19,4,4,4,3,3,3,2,4,4,"3,444444444",4,5,4,4,5,5,4,5,3,4,4,4,4,5,4,4,4,4,4,4,4,3,4,3,4,3,4,3,4,3,4,4,3,5,3,4,70,33,36,26,142,5,3,5,4,4,4,3,4,3,"3,888888889",Mulher,inBoost,19,Pardo,Maceió,Solteiro(a),Sim,UFAL,Graduação,2024
ffc1d640-9ba3-11eb-b23f-830f6ae9351b,1618240577178,1618241377922,default,18,5,4,4,5,2,2,4,5,4,"3,888888889",5,5,5,2,5,2,5,5,1,5,2,5,5,1,5,2,4,1,5,5,5,5,3,2,2,4,4,3,5,1,5,5,1,3,1,4,72,20,33,24,128,5,5,5,5,5,5,5,5,5,5,Mulher,control,18,Branco,Maceió,Solteiro(a),Sim,UFAL,Graduação,2026
4fba54e0-9ba6-11eb-b23f-830f6ae9351b,1618241753278,1618242268934,default,12,3,4,3,3,4,4,5,4,4,"3,777777778",5,3,,2,3,2,2,5,4,4,3,4,3,3,4,4,4,2,5,3,4,4,3,3,2,4,2,2,4,2,4,4,2,4,3,5,84,27,26,21,117,4,5,4,3,1,3,5,3,5,"3,666666667",Homem,control,21,Pardo,Maceió,Solteiro(a),Sim,UFAL,Graduação,2024
60ae0380-9ba8-11eb-b23f-830f6ae9351b,1618242765361,1618243385346,stFemale,9,2,2,2,3,3,4,3,4,3,"2,888888889",3,4,4,3,3,3,4,4,2,3,2,2,2,5,4,5,3,3,4,4,4,5,5,3,1,5,2,2,5,1,5,3,3,3,2,3,51,30,26,20,119,2,4,2,3,1,3,1,3,2,"2,333333333",Mulher,inBoost,,Pardo,Maceió,Solteiro(a),Sim,UFAL,Outros,2024
ee7065b0-ddd8-11eb-b35c-0989189c2e5c,1625521003514,1625521354451,default,14,4,4,3,2,4,5,2,5,4,"3,666666667",5,3,2,2,4,1,4,4,2,1,3,5,5,4,5,4,5,4,5,5,4,4,5,2,2,5,4,4,5,1,5,5,4,3,3,5,71,27,31,26,134,2,3,3,2,1,5,4,3,4,3,Homem,control,23,Branco,Maceió,Solteiro(a),Sim,UFAL,Graduação,2023
87084540-ddd9-11eb-b35c-0989189c2e5c,1625520403913,1625521100342,default,19,3,3,4,3,5,3,4,3,4,"3,555555556",2,3,3,4,3,3,4,4,2,3,3,4,2,4,3,4,3,2,3,4,3,3,4,2,3,3,4,3,3,2,2,3,3,2,2,2,77,26,25,19,107,3,4,3,3,2,3,3,3,3,3,Mulher,control,23,Branco,Maceió,Solteiro(a),Sim,UFAL,Outros,2022.2
8cc0f630-ddd9-11eb-b35c-0989189c2e5c,1625520386575,1625521011490,stMale,16,5,1,5,5,5,5,5,3,5,"4,333333333",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,98,45,45,30,180,5,5,5,5,5,5,5,5,5,5,Mulher,inThreat,27,Pardo,Maceió,Solteiro(a),Não,UFAL,Mestrado,2023
15863ca0-ddda-11eb-b35c-0989189c2e5c,1625520485599,1625521322620,stMale,18,5,4,5,4,5,4,3,5,4,"4,333333333",5,3,4,2,3,1,5,3,1,5,3,4,1,1,3,1,3,1,4,1,1,1,1,1,5,1,1,3,3,1,5,5,1,1,3,3,58,13,30,14,90,5,4,3,5,4,5,4,3,5,"4,222222222",Homem,inBoost,23,Pardo,Maceió,Solteiro(a),Sim,UFAL,Outros,2022
3503e9b0-ddda-11eb-b35c-0989189c2e5c,1625520436081,1625521328451,stMale,12,3,4,4,3,2,2,1,2,2,"2,555555556",2,1,3,1,1,1,5,2,1,1,4,5,2,2,4,5,2,2,3,2,1,5,5,1,1,5,1,1,5,1,5,1,5,2,1,3,49,26,20,9,92,5,3,3,3,1,3,2,1,2,"2,555555556",Mulher,inThreat,22,Pardo,Maceió,Solteiro(a),Sim,UFAL,Mestrado,2023
b749d3d0-ddda-11eb-b35c-0989189c2e5c,1625531309393,1625532304467,stMale,20,5,1,5,4,5,4,5,5,5,"4,333333333",5,5,2,3,4,5,3,5,4,5,5,4,4,4,4,4,4,4,2,4,5,3,5,4,4,5,3,4,5,5,4,5,5,2,4,5,76,42,29,26,148,3,5,5,2,5,5,4,5,5,"4,333333333",Homem,inBoost,25,Branco,Maceió,Solteiro(a),Sim,UFAL,Graduação,2022
19bc4fc0-dddb-11eb-b35c-0989189c2e5c,1625520481646,1625521702371,stFemale,17,3,2,4,4,5,2,3,4,3,"3,333333333",2,4,4,4,5,4,2,5,5,5,5,4,4,5,5,5,5,5,3,5,5,3,5,4,5,4,3,3,4,5,4,5,5,4,5,5,75,43,33,28,155,5,4,4,5,5,3,3,5,5,"4,333333333",Homem,inThreat,25,Branco,Maceió,Solteiro(a),Sim,UFAL,Mestrado,2023
6df4fb00-dddb-11eb-b35c-0989189c2e5c,1625520654431,1625521780119,default,20,4,3,5,2,4,3,4,5,4,"3,777777778",4,5,2,2,4,4,3,4,3,4,4,4,2,4,4,4,4,1,4,4,4,5,3,2,4,4,2,3,4,2,4,5,5,3,3,4,72,30,27,23,127,5,5,5,5,4,4,5,4,4,"4,555555556",Homem,control,24,Branco,Coruripe,Solteiro(a),Sim,UFAL,Graduação,2023
8330c580-dddb-11eb-b35c-0989189c2e5c,1625520533076,1625521802607,stFemale,17,3,2,4,3,4,5,5,3,3,"3,555555556",5,3,5,3,2,3,5,3,3,1,3,5,2,2,3,1,3,2,5,3,2,3,2,2,3,2,3,4,3,1,5,3,2,5,3,3,63,17,36,15,108,4,1,4,4,2,4,5,3,4,"3,444444444",Homem,inThreat,24,Branco,Maceió,Solteiro(a),Sim,UFAL,Graduação,2023
7dacc3b0-dddc-11eb-b35c-0989189c2e5c,1625521100361,1625522281999,stMale,18,4,3,4,3,4,3,2,1,4,"3,111111111",4,2,5,3,5,4,4,5,2,5,1,5,4,5,4,4,5,1,4,5,5,5,5,2,4,4,5,5,5,1,5,5,3,4,3,4,68,29,35,29,142,5,3,4,4,1,5,4,5,5,4,Homem,inBoost,23,Pardo,União dos Palmares,Solteiro(a),Sim,UFAL,Graduação,0
a461ab60-dddc-11eb-b35c-0989189c2e5c,1625520582684,1625522381224,default,19,3,2,5,4,5,3,3,5,4,"3,777777778",3,1,5,2,5,3,4,4,4,5,3,5,3,5,5,4,4,1,5,4,3,5,4,1,4,3,1,5,3,1,4,5,3,4,3,4,77,28,33,23,128,5,3,5,3,5,5,5,5,5,"4,555555556",Homem,control,21,Pardo,Maceió,Solteiro(a),Sim,UFAL,Graduação,2023
929eab50-de89-11eb-b35c-0989189c2e5c,1625596100844,1625596676877,stFemale,19,3,5,3,5,5,4,1,4,5,"3,888888889",5,5,1,5,5,3,5,4,5,5,2,5,5,3,5,4,2,1,5,4,4,5,2,3,5,3,1,2,3,2,3,5,4,5,2,4,81,29,38,22,132,5,5,5,4,5,5,4,5,5,"4,777777778",Homem,inThreat,30,Branco,Maceió,Solteiro(a),Sim,UFAL,Mestrado,2016
add431f0-de8a-11eb-b35c-0989189c2e5c,1625596122738,1625597132671,default,17,4,4,4,4,4,3,4,5,4,4,3,3,5,4,4,3,4,3,3,4,2,2,5,2,3,2,3,5,3,3,3,5,1,3,5,3,4,3,1,4,4,4,3,5,2,3,63,28,36,20,119,4,2,4,4,4,4,3,4,5,"3,777777778",Homem,control,24,Branco,Maceió,Solteiro(a),Sim,UFAL,Graduação,2023
c6f48cd0-de8e-11eb-b35c-0989189c2e5c,1625598469323,1625598905725,stMale,3,3,4,5,3,4,4,2,4,5,"3,777777778",1,4,3,4,3,1,3,5,4,4,2,5,3,5,5,2,3,2,3,4,3,3,3,3,3,4,2,2,5,1,5,3,3,3,2,1,59,24,25,17,112,3,2,2,2,4,5,2,5,4,"3,222222222",Homem,inBoost,23,Pardo,,Solteiro(a),Sim,UFAL,Graduação,2024
47026140-de8f-11eb-b35c-0989189c2e5c,1625598428741,1625599141624,default,15,4,1,5,5,4,3,4,4,3,"3,666666667",5,5,5,5,5,5,1,5,5,5,5,5,3,4,5,4,5,5,3,4,5,2,4,2,4,4,3,4,4,2,5,5,3,5,4,5,74,37,35,27,150,5,5,5,4,5,5,5,5,5,"4,888888889",Homem,control,20,Branco,Pilar,Solteiro(a),Sim,UFAL,Graduação,2024
2fdcf9c0-de90-11eb-b35c-0989189c2e5c,1625598900428,1625599532451,stFemale,15,4,4,5,4,3,4,3,3,3,"3,666666667",5,5,2,4,5,5,1,5,4,5,3,5,5,5,4,4,5,5,3,5,5,4,5,5,5,3,5,5,4,5,5,5,5,3,5,5,78,41,33,30,159,5,3,4,4,5,5,5,5,5,"4,555555556",Mulher,inBoost,20,Negro,Messias,Solteiro(a),Sim,UFAL,,2025
c9238fe0-de90-11eb-b35c-0989189c2e5c,1625598949549,1625599748982,stMale,17,4,2,2,2,4,3,2,4,2,"2,777777778",2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,79,32,33,24,137,4,4,4,4,4,4,4,4,4,4,Mulher,inThreat,20,Branco,Maceió,Solteiro(a),Sim,UFAL,Graduação,2026
87965ff0-de93-11eb-b35c-0989189c2e5c,1625599626337,1625600941716,stMale,19,5,5,3,3,2,4,2,5,2,"3,444444444",5,2,5,5,2,4,5,3,1,3,2,3,5,1,2,3,1,1,5,2,,1,2,1,4,1,3,1,2,1,5,5,2,5,3,2,55,18,42,13,98,5,2,5,5,5,4,3,2,4,"3,888888889",Homem,inBoost,22,Pardo,União dos Palmares,Solteiro(a),Sim,UFAL,Graduação,2025
1c406380-de94-11eb-b35c-0989189c2e5c,1625600159130,1625601177238,stFemale,9,3,3,4,3,3,3,3,4,3,"3,222222222",2,3,3,3,3,3,1,4,3,3,3,4,3,3,3,3,2,3,2,4,2,4,3,4,3,4,3,4,3,3,5,3,3,4,3,4,67,28,24,18,113,3,4,2,3,4,4,3,3,4,"3,333333333",Mulher,inBoost,,Pardo,Arapiraca,Solteiro(a),Sim,UFAL,Graduação,2025
68a1d8b0-de96-11eb-b35c-0989189c2e5c,1625601503840,1625602182123,stMale,13,5,3,5,4,4,3,3,5,4,4,5,4,2,5,5,5,2,5,4,4,3,4,5,3,3,3,3,3,3,3,3,2,3,2,4,3,4,3,2,2,3,3,1,3,3,3,61,28,32,21,118,5,5,4,5,5,5,5,4,5,"4,777777778",Homem,inBoost,19,Branco,Maceió,Solteiro(a),Sim,UFAL,Graduação,2025
f0506c10-dea3-11eb-b35c-0989189c2e5c,1625604349336,1625605817824,stMale,12,3,2,5,3,5,3,4,5,5,"3,888888889",2,5,4,5,5,4,4,5,5,5,4,3,2,5,2,3,5,5,5,5,3,3,5,5,5,2,4,5,3,4,3,5,2,3,5,5,69,35,35,27,145,4,4,4,4,4,5,4,5,4,"4,222222222",Homem,inBoost,,Pardo,Maceió,Solteiro(a),Sim,UFAL,Graduação,
4e8a02d0-deb0-11eb-b35c-0989189c2e5c,1625612518267,1625613628215,stFemale,18,5,2,5,4,3,4,2,4,1,"3,333333333",5,4,5,3,5,5,5,5,5,5,5,5,5,4,4,2,4,5,4,4,5,4,5,4,5,5,5,5,2,1,1,3,2,5,5,5,87,35,42,27,151,5,1,5,5,5,5,5,,5,"4,5",Homem,inThreat,21,Branco,Maribondo,Solteiro(a),Sim,,Graduação,2026
9e4f9ed0-dfa8-11eb-b35c-0989189c2e5c,1625717793637,1625719943780,default,18,4,5,5,4,4,4,5,3,5,"4,333333333",5,5,5,5,4,5,2,5,3,4,5,5,4,4,4,3,5,3,4,5,4,2,4,3,5,3,3,4,4,2,5,4,2,5,4,5,66,29,39,24,144,5,5,4,5,4,5,5,5,5,"4,777777778",Homem,control,33,Branco,CAMARAGIBE,Solteiro(a),Sim,UFAL,Mestrado,2022
167541b0-dfb5-11eb-b35c-0989189c2e5c,1625724099893,1625725302904,stMale,16,3,3,4,2,3,3,4,3,3,"3,111111111",3,2,4,2,3,3,5,3,3,3,2,4,1,2,3,2,3,3,4,2,2,4,3,2,3,5,5,3,5,3,5,4,2,5,4,5,65,27,31,21,117,4,5,4,3,3,4,4,4,4,"3,888888889",Homem,inBoost,27,Branco,Rio Largo,Solteiro(a),Sim,UFAL,Graduação,2025
0f95cdf0-e00b-11eb-b35c-0989189c2e5c,1625761557965,1625762201207,default,14,2,2,3,2,3,3,2,4,4,"2,777777778",3,2,5,2,3,4,5,3,,3,4,4,2,3,3,3,2,3,4,3,2,3,2,2,2,3,3,4,4,3,3,3,3,2,4,5,56,24,29,19,109,3,2,2,3,3,2,3,3,4,"2,777777778",Homem,control,21,Negro,Viçosa,Prefiro nÃ£o Responder,Sim,UFAL,Graduação,2025
5c8c9df0-e010-11eb-b35c-0989189c2e5c,1625762362345,1625764187059,stFemale,14,3,2,4,3,4,3,1,4,5,"3,222222222",5,3,4,4,5,4,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,5,5,3,5,5,5,5,3,5,80,41,37,29,164,5,5,5,3,3,5,5,5,5,"4,555555556",Homem,inThreat,19,Branco,Satuba,Solteiro(a),Sim,UFAL,Graduação,2026
9a577dc0-efbb-11eb-9e58-d7ab9ffcd345,1627486680707,1627487360091,stFemale,16,3,2,4,3,5,4,5,2,3,"3,444444444",5,4,1,2,3,4,1,5,2,2,3,2,3,3,3,2,2,1,2,5,3,2,2,1,3,4,5,,4,1,3,3,1,2,2,2,59,19,21,19,93,5,5,3,2,1,5,5,3,5,"3,777777778",Mulher,inBoost,23,Branco,Maceió,Solteiro(a),Sim,UFAL,Graduação,2023
773f07c0-f0ad-11eb-9e58-d7ab9ffcd345,1627589451136,1627591058182,default,15,4,3,4,3,3,3,3,4,3,"3,333333333",4,5,3,4,4,4,3,5,5,4,3,4,4,4,4,3,4,3,3,4,4,4,4,3,4,3,5,4,3,3,4,4,3,4,4,4,75,32,33,25,137,4,2,3,3,2,4,3,4,4,"3,222222222",Mulher,control,21,Branco,Maceió,Solteiro(a),Sim,UFAL,Graduação,2024
25e09d20-f243-11eb-9e58-d7ab9ffcd345,1627764692423,1627765474397,stMale,14,5,3,5,4,4,4,3,5,1,"3,777777778",5,3,3,3,4,2,4,3,3,3,3,4,4,2,3,1,3,3,2,3,2,4,2,2,3,5,2,3,5,1,5,4,2,3,3,3,65,22,30,17,110,5,3,3,2,2,5,3,2,4,"3,222222222",Homem,inBoost,31,Branco,Maceió,UniÃ£o estÃ¡vel,Sim,UFAL,Graduação,2023.1
61075420-f4aa-11eb-9e58-d7ab9ffcd345,1628028983462,1628029701809,stFemale,14,5,1,5,4,4,4,3,4,4,"3,777777778",5,3,2,4,4,2,2,4,3,4,4,4,4,4,4,4,4,3,4,4,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,53,28,30,21,120,4,3,4,3,5,3,3,2,4,"3,444444444",Mulher,inBoost,35,Prefiro nÃ£o Responder,Maceió,Casado(a),Sim,UFAL,Graduação,2023
8b16b170-f4aa-11eb-9e58-d7ab9ffcd345,1628028880721,1628029770036,stFemale,15,2,2,2,1,4,2,3,3,3,"2,444444444",1,5,4,1,5,1,4,5,4,5,5,5,2,3,5,2,5,2,4,5,5,5,5,5,2,5,5,5,5,1,5,5,3,4,2,5,79,28,24,28,140,5,1,2,4,2,4,4,5,5,"3,555555556",Mulher,inBoost,19,Pardo,Maceió,Solteiro(a),Sim,UFAL,Graduação,2023
d36436f0-f4aa-11eb-9e58-d7ab9ffcd345,1628028882337,1628029827530,stFemale,14,3,4,3,2,2,2,5,4,4,"3,222222222",4,3,3,3,4,4,4,5,3,5,3,4,1,3,5,3,4,1,5,3,3,5,3,2,3,4,5,4,2,5,4,5,4,4,3,5,77,32,30,25,131,4,2,4,5,3,4,4,4,5,"3,888888889",Mulher,inBoost,23,Pardo,Maceió,Solteiro(a),Sim,UFAL,Graduação,2023
0e6cfa20-f4ab-11eb-9e58-d7ab9ffcd345,1628028996612,1628029815303,stMale,13,3,3,3,4,4,4,3,5,4,"3,666666667",5,5,1,5,4,2,3,4,2,4,3,4,5,4,5,3,3,2,3,3,3,3,3,3,4,5,2,4,3,4,2,5,4,2,2,2,82,29,30,20,121,3,3,3,3,4,4,3,4,3,"3,333333333",Mulher,inThreat,22,Negro,Viçosa,Casado(a),Sim,UFAL,Graduação,2023
8454ea60-f4a9-11eb-9e58-d7ab9ffcd345,1628028690957,1628029324798,stMale,13,1,1,1,1,1,1,5,5,1,"1,888888889",1,1,5,3,1,1,5,3,1,1,3,3,1,4,3,2,3,1,4,1,1,1,2,1,1,5,1,1,3,1,4,1,1,5,1,1,50,15,26,9,77,5,5,1,1,1,1,1,1,1,"1,888888889",Mulher,inThreat,28,Branco,Maceió,Casado(a),Sim,UFAL,Graduação,2023
b6d40ce0-f4aa-11eb-9e58-d7ab9ffcd345,1628028745934,1628029802370,default,14,4,3,4,4,4,3,2,3,4,"3,444444444",4,4,2,4,5,3,3,5,3,4,4,1,4,5,4,3,4,2,4,5,5,4,3,3,4,3,4,3,3,1,5,4,2,1,3,5,72,24,29,28,126,3,5,3,4,3,2,2,3,3,"3,111111111",Mulher,control,23,Negro,São Miguel dos Campos,Solteiro(a),Sim,UFAL,Graduação,2023
344df000-f4ab-11eb-9e58-d7ab9ffcd345,1628029153453,1628029939341,default,12,3,2,3,5,2,1,5,3,2,"2,888888889",3,5,3,4,5,3,2,5,4,4,5,3,3,4,5,5,4,3,4,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,4,5,88,37,33,28,155,3,1,3,3,2,5,5,5,5,"3,555555556",Mulher,control,20,Pardo,Viçosa,Solteiro(a),Sim,UFAL,Graduação,2024
6d42c750-f4ab-11eb-9e58-d7ab9ffcd345,1628029545484,1628030168590,default,11,5,3,4,4,4,4,2,5,5,4,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,90,42,39,29,170,5,4,5,4,5,5,5,4,5,"4,666666667",Mulher,control,26,Pardo,Rio largo,Solteiro(a),Sim,UFAL,Graduação,2024
a0e8ac00-f4ab-11eb-9e58-d7ab9ffcd345,1628029332956,1628030420960,default,11,3,3,4,3,2,3,4,5,4,"3,444444444",5,4,2,3,3,2,3,5,3,3,2,5,4,5,5,3,4,2,2,5,4,3,4,3,3,5,3,3,3,2,5,3,3,2,2,5,77,27,26,23,123,2,4,3,2,4,2,2,2,5,"2,888888889",Mulher,control,23,Negro,Maceió,Solteiro(a),Sim,UFAL,Graduação,2023
9f0a6100-f4a9-11eb-9e58-d7ab9ffcd345,1628028756124,1628029356342,default,16,3,2,5,5,3,2,5,3,5,"3,666666667",5,5,5,4,4,5,5,5,4,4,4,5,3,4,5,3,4,3,5,5,5,5,5,2,1,4,3,5,5,1,5,4,3,5,4,5,78,32,37,25,149,5,2,4,4,3,5,4,4,4,"3,888888889",Mulher,control,21,Branco,Campo Alegre,Solteiro(a),Sim,UFAL,Graduação,2021
1dc30080-f4bc-11eb-9e58-d7ab9ffcd345,1628030537204,1628037263135,stFemale,14,3,1,4,3,4,4,4,1,4,"3,111111111",4,5,2,4,5,4,5,5,3,5,5,4,4,4,5,5,5,2,4,5,5,5,5,5,4,5,4,5,5,3,5,5,4,5,4,5,75,36,36,28,159,3,4,4,3,2,4,4,5,5,"3,777777778",Mulher,inBoost,21,Pardo,Maceió,Solteiro(a),Sim,UFAL,Graduação,2023
